time,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10
1646249376.4165828,0.03988350182771683,-0.045989423990249634,-0.29391345381736755,-0.1869247555732727,-7.464350700378418,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19328159093856812
1646249376.5597432,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249376.5682313,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249376.7268467,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.6428935527801514,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249376.818638,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249376.8512566,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249376.9058921,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249377.0344682,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249377.0949137,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249377.239181,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249377.3414767,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249377.4413567,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249377.5427532,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249377.6463313,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249377.751081,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249377.8255665,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249377.8826964,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249377.939261,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249377.9958086,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.0517967,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.1086016,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.6428935527801514,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.163864,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19328159093856812
1646249378.2257998,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.282412,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.3381538,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.3938718,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.4498022,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.505757,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.561529,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.6242154,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.6811473,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.737218,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.7948303,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.8544307,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.6428935527801514,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.9076765,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249378.9665966,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.025594,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.0855799,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.141417,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.2014241,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.2578328,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.317877,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.3747392,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.4285834,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.4898698,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.5530598,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.6065795,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.6658905,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.7230632,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.7770567,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.8366692,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.8934145,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249379.9487832,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.0082524,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.068845,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.127094,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.1836092,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.24571,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.3024468,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.3561106,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.4120655,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.4718173,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.5316107,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.6428935527801514,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.5847135,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.6485195,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.7046845,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.7619338,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.8210437,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.8774025,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.9348476,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249380.9918232,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.0490484,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.1031692,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.159501,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.2196426,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.2743258,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.3318384,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.3967786,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.4530737,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.513202,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.5701892,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.6203487,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.679333,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.735664,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.7921152,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.8482704,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.9104512,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249381.9709618,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249382.0304484,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249382.0878336,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249382.145114,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.6428935527801514,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249382.2019722,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249382.2587595,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249382.3173177,0.40957289934158325,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19328159093856812
1646249382.3799038,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12016592174768448,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
1646249382.4363446,0.4111068844795227,0.022252947092056274,-0.015358897857367992,-0.12164945155382156,-7.358506202697754,-1.641359567642212,0.0,-0.0006981316837482154,-0.02373647689819336,-0.19481557607650757
