X,Y,Z
0.08321849649349994,0.4501943052708466,0.1964583453649746
0.08222094261639074,0.4449104208349399,0.20471888646902864
0.08119684070588484,0.4394631659237045,0.21226484287791814
0.08075298662409947,0.4335350280190697,0.21973785848933955
0.07979981111950159,0.4265494826085815,0.2280032044803519
0.07972882990661115,0.4205519195602661,0.23377215178405128
0.07868007786497618,0.41346788785773836,0.24050400820745052
0.07755984001378699,0.40583698280924363,0.24708438598602117
0.07639036917305908,0.3979948595036996,0.25345107952995793
0.07510412751079745,0.38966605571759,0.2590490326104571
0.07334145309680307,0.3811475312348847,0.26514395674988755
0.07151991385303672,0.37283531131950653,0.2704179678024888
0.06955778115147726,0.36327806462164486,0.2759559634622928
0.06746638473514566,0.35278962646850587,0.2807597372880323
0.06536137153622215,0.34282346809696523,0.2852426881776191
0.06269273932736792,0.333165600262617,0.289394616402116
0.059907984657942545,0.32266635329837023,0.29327753526923567
0.05686772288804259,0.31147763631523007,0.29644101880379387
0.05342629877974893,0.30100283457035726,0.2994866987030624
0.04928902809554035,0.289091246667241,0.3024280553992481
0.04509765792329406,0.2772388749764208,0.30485878840879066
0.04112226955584052,0.2673036284706004,0.3067086837540691
0.0365245530498399,0.2561894133307582,0.30838121737398627
0.03242644550015264,0.2454266534321313,0.3095942382679884
0.028217789647383085,0.23426949983014222,0.3101368447133406
0.023055838308764162,0.22292323747948325,0.3102537349942701
0.01574274133555756,0.21225870249369322,0.31006174444337664
0.011495469578080598,0.20080402367072336,0.3094557152097291
0.007941349519465138,0.19088687573477195,0.30846937501327887
0.0040774461087869085,0.1810544609766461,0.3077500033929337
-0.00036862700602798004,0.17273447606373327,0.30729169542211265
-0.00458862683542785,0.1650307671128394,0.3068329486754065
-0.007755335384453374,0.15809103115351725,0.3066282765821031
-0.00920676893089481,0.15340940304547906,0.30752859362934143
-0.011797632850986277,0.14961766130689713,0.3106891143055402
-0.013132223689291692,0.14724538754105868,0.3130593400138354
-0.012477043207350876,0.1473026751495402,0.31443363903578836
-0.012553022930586542,0.1491936736608275,0.3156925857470583
-0.012791397743924765,0.15387137360211212,0.3168225201344676
-0.011315947259289402,0.15946980629711455,0.31790563360728286
-0.009669326684733068,0.16635209245697472,0.3192810315353511
-0.007852816410814353,0.1755227884231029,0.3203377458001572
-0.004725098500735964,0.18484420085006753,0.3209105076635387
-0.0010299460260585272,0.1957584121648461,0.3208720564520678
0.0037346338311914154,0.20854335291357257,0.3201198446535324
0.01386827746145848,0.22245618815159401,0.31718089041005143
0.02054505142837617,0.2360867123612063,0.31471011846877617
0.02554067090756576,0.24957502873862142,0.3122642108320285
0.032763784628184356,0.263134272776746,0.308354774053982
0.03864010354305654,0.27515198655284756,0.3050806135836131
0.04516405207935997,0.28929887476544425,0.30005679655119427
0.053181687468374886,0.3031730413618398,0.2945339293044445
0.06120283771067407,0.3164466602838437,0.2883144575903692
0.06768760806755582,0.32877500093808987,0.2818724850055804
0.07414963475510737,0.3412576243109804,0.27429014105587385
0.08083467470045985,0.3544680529215653,0.26663917015058847
0.08748571140145031,0.36709935737256183,0.25881090840466603
0.09252146571044824,0.37870307510790413,0.25125080047030185
0.09753001222238902,0.3907169237133724,0.24254217556969432
0.10094247149813354,0.40241854258196696,0.23364911853346873
0.10277531114741584,0.4133210889698356,0.22437912086966735
0.10492005222689085,0.42335620581922345,0.21456933443421347
0.10759446994048578,0.43286397029387086,0.20440126654568375
0.1089953272838009,0.4422443482592408,0.19382642705976993
0.11045676544151975,0.45086590602693144,0.18323199167086174
0.11146844578971671,0.4598987425729518,0.17168410645628485
0.11291717006684612,0.46924698883303373,0.15865878703873082
0.11475655354397132,0.4782800379701863,0.1449206680517922
0.11648823256375798,0.48619164689718913,0.13172273808343837
0.119247603308682,0.49349402641574625,0.11798317692658827
0.12085339072000723,0.5006645477409312,0.10339801082188063
0.12416638161970997,0.5071675114869894,0.08753510774502407
0.12631993947756615,0.5127987983149627,0.07329330593711902
0.12884598489639318,0.5180226918685888,0.05707579750282396
0.13048337286297182,0.5226315401693651,0.04269141590559847
0.13249970035026712,0.5269034902857257,0.027692789487628683
0.1336476262323369,0.5308144275628651,0.012248598100798147
0.13435419571329468,0.5346367407685845,-0.003490311941005464
0.13472123342230963,0.5377241548332474,-0.018562238688229094
0.13495462125886842,0.5407574038122477,-0.03286948607983725
0.1344314525060671,0.5435026136637189,-0.048255907362590666
0.13350389568456345,0.5462868324435701,-0.06379158126806894
0.13248005445934077,0.5484850785847247,-0.07876047402999573
0.13177471383634223,0.5502604503397774,-0.09540555668494999
0.1298502640630135,0.55195866251899,-0.11238566608622769
0.12784130381563627,0.5531722878388647,-0.12972781118023993
0.1269878744751044,0.5535185955590651,-0.14487608368525373
0.12676283839153862,0.552920230000976,-0.16279756903485013
0.12643500880752873,0.5520382988633794,-0.18018354258045222
0.1248506814614781,0.550924202488249,-0.19764292429748848
0.124814559227308,0.5487952337218247,-0.21481490958071014
0.12305125116425267,0.546845917117757,-0.23164581626949465
0.12077738697663154,0.5438447797351702,-0.250450909715462
0.11846599368142785,0.540475359992857,-0.26811434363503406
0.11533442225211334,0.5364140291616124,-0.28671395291955915
0.11247438979082254,0.5310073139595087,-0.3061233633120829
0.10960438509900035,0.5257753592106205,-0.32353664343738325
0.10660470009039348,0.5193901516136894,-0.34194671464725923
0.10448856364081906,0.5126675983770826,-0.3589979978473417
0.1014623877655897,0.5060498059127827,-0.37515649773079807
0.09830695469880987,0.4976482757211404,-0.39296102754530265
0.09501619148738308,0.4897065931412865,-0.40940150879319887
0.09331661536836103,0.4808517943723608,-0.42495389873666606
0.09049495706814696,0.47082053225800435,-0.44161089368576806
0.08874486955987361,0.4616205480544735,-0.4556512591797163
0.08667254148835556,0.4509387769893452,-0.47103275278384465
0.0846206428727252,0.44053461044249853,-0.48514154353106825
0.08183801790731893,0.4297186832487246,-0.49900515818472124
0.07858168506270188,0.41881924597330045,-0.5122189609774248
0.07606674355011403,0.40628538580243634,-0.5260685902443448
0.07300644580094151,0.39366357655813533,-0.5390352548033189
0.06969737339215826,0.3828543117943558,-0.5498397024076485
0.067449348840108,0.3700859804405009,-0.5610832081045576
0.06529311521077902,0.3575072160662288,-0.571712857677555
0.06277625223683075,0.3453482400340673,-0.5814038462357154
0.06036740168470018,0.33345529546852026,-0.5905417763450849
0.05518827381743657,0.3217484097124619,-0.6000672152116968
0.05141458418808367,0.310384723551303,-0.6086136328190602
0.046966216441313616,0.2977339098136442,-0.6178528191266417
0.043808155166166235,0.28663283668260614,-0.625532642312339
0.03932153330541445,0.2750553696049871,-0.6333358295596593
0.03502454793892061,0.263933885553584,-0.6402876803198405
0.03164041985202108,0.2514393750144736,-0.6472532457821146
0.028818496405226317,0.24049494468317487,-0.6529463597061522
0.025765295291477565,0.22831191211721674,-0.6589480616392802
0.024378713120975434,0.21673964875933546,-0.6639494410207951
0.02164796108382009,0.20506277539901935,-0.6688746263484706
0.01982375294171311,0.19271616381490322,-0.6734779764007077
0.017153908002401803,0.18206544877392886,-0.6773363367961087
0.01440160492826896,0.17064728456820555,-0.6811175311537754
0.013052071113164018,0.15963713379548225,-0.6842973343140175
0.010845633268801974,0.14767892582766998,-0.6875498307738955
0.010059996144105188,0.13605405136478937,-0.6902601824545539
0.008596926252801104,0.1239081054217473,-0.6928877067260092
0.008477203875240792,0.11102583792612303,-0.6952023210021561
0.008628574490518251,0.0966290179471857,-0.6974108612034453
0.009071819691894023,0.08498747296081025,-0.698915652887006
0.009707267524279285,0.07155116563505291,-0.700370726313182
0.009339274240584249,0.058752505066058384,-0.7016178904031942
0.009119208639206046,0.04718832341272923,-0.7025218607210899
0.008955082077515539,0.035718992482482476,-0.703219086028404
0.00879096015000616,0.023193920755790878,-0.7037642669542261
0.008763607922191219,0.01275081322211137,-0.7040343561764691
0.008793102606084811,0.0011494217448576958,-0.7041486196102782
0.007778232433539901,-0.00892624489738214,-0.7042405508828904
0.00782470143246164,-0.01977961061761075,-0.7040549192984746
0.006811782324005894,-0.03108430267159692,-0.7038207882061291
0.006902923214059692,-0.04248679355858184,-0.7032580703770714
0.006952282114174604,-0.05421402053316181,-0.7024886345689624
0.005873212822028816,-0.06638607599275079,-0.70161523560227
0.005885776228596047,-0.07863727323091581,-0.7003729250841368
0.004769614263414768,-0.0896219794446845,-0.6991998946291633
0.0036239450965988643,-0.10298772405043571,-0.6974927740380736
0.0024719739186391046,-0.11653702901496973,-0.6954748867646401
0.0025335060378770813,-0.13292621744306277,-0.6925002222795966
0.0015814241603304552,-0.1482151127077726,-0.6895044593216679
-0.00043995100847133567,-0.16098945471026954,-0.6868780395037338
-0.0002919504622245217,-0.17184125489972307,-0.684230379111403
-0.0012157142674463772,-0.1818791319944139,-0.6817394493652393
-0.001087614505041981,-0.1889327242420033,-0.6798035894876109
0.00010412419267904344,-0.19492745917159182,-0.6779692279908294
0.0012316740681394614,-0.20091283087782194,-0.6760851341887331
0.0023134657236469278,-0.20788685683371455,-0.6738421234017733
0.0023043592478318026,-0.21188333794776876,-0.6725972812189813
0.0044400413023176,-0.21380698283288838,-0.6717232411276313
0.005475688060647958,-0.21676259434258893,-0.6706441258959024
0.005430082076970301,-0.21875836592718895,-0.6700015951976817
0.006492856898357123,-0.21971471301986856,-0.6695521561031723
0.006511107377390565,-0.21971204101564795,-0.6695506750704727
0.005475688060647958,-0.21974519947022306,-0.6696727657704176
0.0055394633912258795,-0.21973498870969138,-0.6696679730237536
0.00558496137813181,-0.219727295232024,-0.6696646842040965
0.0056213242193787,-0.2187271955509676,-0.6699873595222366
0.004576469354948466,-0.21378345223442213,-0.6717135665865577
0.005693949289043813,-0.2057526963606881,-0.6740756887396275
0.004621841262377656,-0.19676821002203698,-0.6768877858702567
0.004577588649224633,-0.18660460156314557,-0.6797666072477226
0.005557211959834343,-0.1761591371331536,-0.6824294151025423
0.005394198288443869,-0.1613182688474113,-0.6861157393810327
0.0063237831678921025,-0.14841552602616837,-0.6889115169799449
0.00831852105468786,-0.13294712279055484,-0.6918186030876018
0.009230473596829485,-0.11917142622227733,-0.694213707945033
0.009073169152590009,-0.10411554438568853,-0.6966533743221128
0.011029543842552635,-0.08934708314786301,-0.6984439954954234
0.010741809205152247,-0.07506701978957545,-0.7001408973867368
0.010271282545492165,-0.05872527278275394,-0.7017123316204952
0.009666167264529353,-0.04180445684531562,-0.7029125596189932
0.007691804989559348,-0.024004611874680483,-0.7038427288792511
0.006678509979797201,-0.004110576069843259,-0.7041644793316957
0.004465214667341642,0.01668878846268943,-0.704002838430158
0.0035289554282407487,0.038427756142389316,-0.702977152552535
0.0018469139021690117,0.06180174532848505,-0.7012055021926004
0.0016295281136102166,0.08665618900137359,-0.6982964886274168
0.0006552558187731677,0.10973378425995278,-0.6948833411538499
-7.500982719897686e-05,0.1357639926369919,-0.6900578415659984
-0.0005871374131916143,0.15795315388158157,-0.6852161776468167
-0.0011638116722677144,0.18255681332219215,-0.6790158143757763
-0.002908961110580373,0.2055201704735699,-0.6725368706639342
-0.003858450620091894,0.22780016718008744,-0.6653853321090627
-0.005852940480549029,0.25151276021051844,-0.6570058844322295
-0.007754861967573103,0.27193292093322075,-0.6490349094664116
-0.008537713690247133,0.2953917375552999,-0.6387292674518661
-0.010441513670762029,0.32101930906100595,-0.6263093835627104
-0.01109513143524838,0.3445300625106087,-0.6135727993013327
-0.01191857007254329,0.36779848317733144,-0.5997657711178723
-0.01381836682043848,0.3918530594162539,-0.5842221349367429
-0.014811812988162566,0.4135075184214839,-0.5688630194752046
-0.017070950140238458,0.43543038378599597,-0.5521471173540156
-0.020499821589859232,0.4565699881768905,-0.5348226308802941
-0.023071232135444427,0.4768125450227258,-0.5167905017098899
-0.02542785881575265,0.496994813522436,-0.4973156904215178
-0.029099934194833185,0.5157852676523913,-0.4777976822220363
-0.032536950316023217,0.5343409757670969,-0.4569308431183702
-0.0339566052585719,0.5525848432470101,-0.4344228568985219
-0.03752840112447474,0.5693617275314891,-0.412119526723726
-0.040987545042508525,0.5846870126412016,-0.3899139281336982
-0.04431170247016174,0.5996251634428887,-0.3663306838177537
-0.046569733506167776,0.6130844748481654,-0.34294045364028236
-0.04990026818950891,0.6256932686528485,-0.31897111157706753
-0.05215869154526546,0.6373093428180455,-0.2945064888776141
-0.05578076920947744,0.648043952462956,-0.26943482814426967
-0.059390962530713964,0.6577040245990746,-0.24429299948715694
-0.06423719012963322,0.6667449981945182,-0.2176100586738133
-0.06725687603347252,0.6740389536761828,-0.19281206782363414
-0.07259330746607238,0.6804213692949075,-0.16768463338089615
-0.07779966601779373,0.6862409534542238,-0.14029676264984817
-0.0819760043115659,0.69023340855593,-0.11669551666922034
-0.08480699623441165,0.6932444763451722,-0.09376458727524624
-0.08648778784164862,0.6954227660280714,-0.07008510191770419
-0.08782373474735594,0.6966527244083045,-0.04851096388604296
-0.08797219542515293,0.6972284821617285,-0.02326182991229822
-0.08779808085027178,0.6967332776493732,0.0005837870176588211
-0.08772218315676539,0.6956605050912077,0.02060841509537121
-0.08708887806722475,0.6936805282946562,0.04331790558886992
-0.0867594702633973,0.6913010405596035,0.06330537835371536
-0.08620549973596073,0.6882454397109532,0.08341040079832752
-0.08475154189598685,0.6849139775534943,0.10194271634037452
-0.08408807035578708,0.6811013591872557,0.12026190867466029
-0.0825602978201676,0.6772936013156176,0.13622130074861222
-0.08124679605161811,0.6727650241628531,0.15324616762845036
-0.08092506582730474,0.6683152816767911,0.1686467604213742
-0.07956263800385549,0.6639866553720688,0.18204494220297568
-0.07875030848285998,0.6592499522489922,0.19553834473177711
-0.07633696294282385,0.6545321534146078,0.20791624387113533
-0.07741416023768943,0.6499214859513699,0.21967092733469035
-0.07699966542637869,0.6454203253982034,0.23037931332603592
-0.0758313988426647,0.6405634226267749,0.2417096586297644
-0.07491511031945822,0.6355044831058109,0.252926068215636
-0.07500289776812345,0.631244782488526,0.26190856479390356
-0.07431897980160432,0.626668853162725,0.2714833990631702
-0.07463882513584956,0.6221766632931037,0.2807295656579786
-0.07467756829719137,0.6186990225004199,0.2877500624363516
-0.07443757707530423,0.6158001015230706,0.2935814686000771
-0.07366596235667688,0.6133521049145643,0.29841246224398377
-0.07215644457347223,0.6106290536711926,0.30344874744475553
-0.07140043957245092,0.6086226918714267,0.30682184625557685
-0.06935698643018087,0.6071134337890814,0.3092012758827267
-0.06831023329973264,0.6066889938357285,0.3096141668284484
-0.06725222163196472,0.6064236209012418,0.309862734529734
-0.06618855612183483,0.6062386188102056,0.31002605509903897
-0.06639643580985087,0.6062408210790207,0.3100309398397797
-0.06559457447503747,0.6062238596583549,0.31002788496448164
-0.06580112694734064,0.6073050633505098,0.30806814201310345
-0.06653966793736948,0.6108993646560332,0.3017742316023517
-0.06626945646431258,0.6155342949623352,0.2937910706709352
-0.06600549930671487,0.6199073540536424,0.28589856318873863
-0.06548999061424503,0.6246547582319558,0.2769240607240672
-0.06498700822538792,0.6302018147777979,0.2658276191655359
-0.06449937415011213,0.6361302701579574,0.2534110040578457
-0.06451865346023697,0.641676057679343,0.24104679547580993
-0.06453751321351496,0.6472451300084656,0.2276889501711955
-0.059857551172209124,0.6531220981697456,0.21208671314622282
-0.06015510975307085,0.6580225008546592,0.19906912025543264
-0.05942272447879861,0.6630688362220543,0.1846639554390869
-0.05890359364922451,0.6681804152666473,0.16834677740858445
-0.057102260423078095,0.6724530923842176,0.1531711124495454
-0.05632046490371362,0.6763030671263426,0.13808407495014904
-0.053236144750795966,0.6800334716037542,0.12097927165445231
-0.04992577607273786,0.6833660917241439,0.10295857502294872
-0.045574322490274044,0.6859792100268625,0.085971309788865
-0.04204971037026832,0.6883228719286023,0.06778039402820799
-0.039777726860425924,0.6899715899703184,0.05270078393227331
-0.036881650097625174,0.6916187293407833,0.033774869989451076
-0.03441006553898596,0.6926720155369521,0.016015261407078013
-0.03109845620281052,0.6931383717009587,-0.0025683161276053995
-0.027591438838784448,0.693076045196495,-0.02003079045663913
-0.025137551403449844,0.692575446400243,-0.038537238326260326
-0.02288092491244684,0.691665061246655,-0.055999733779581735
-0.020812588708050053,0.6900952896427253,-0.07548302634746443
-0.018922354542298316,0.6876867772962363,-0.09684676354024271
-0.018069678832857837,0.6848511756952633,-0.1167020374010342
-0.016162311258228434,0.6811443504431336,-0.13767316090652448
-0.01442427347152173,0.677024022706642,-0.15796681244338456
-0.0126705445188037,0.672548291893842,-0.177137901196453
-0.010902109459707342,0.6672546419131484,-0.1968364367921324
-0.009121046114538435,0.6613861630464559,-0.21626390272727541
-0.0062726505461346005,0.6544924132339782,-0.23643158743920667
-0.003415405412381556,0.6466498793315892,-0.25700476833604713
-0.0023415580481779136,0.6391613236733833,-0.27542363483683974
0.0010047570566660627,0.6295527044287406,-0.29650183911772604
0.0031316189734770725,0.6194836925428203,-0.31689092641074834
0.006315348918170809,0.6091414545543733,-0.3359513185913963
0.007391476156793905,0.5972751504465683,-0.3568188011413582
0.009533106963568128,0.587153488821389,-0.37334447866649806
0.01077805793003695,0.5744894382694972,-0.3931353709398464
0.013214836031722,0.5609248883856046,-0.4125793345151763
0.01522771995933507,0.5467297272788167,-0.4315740346869737
0.016725229922938192,0.532655087163304,-0.44922680230488066
0.017213870920965636,0.5165119124673956,-0.4683347403824841
0.01668295140725725,0.5012633409884361,-0.4853889500888121
0.01630016917527865,0.485630469464836,-0.5016564693851696
0.01723077367219445,0.4694956549791169,-0.5170922777588449
0.0194516973319468,0.4529078980646649,-0.5316827662608944
0.02070427172068122,0.4336551818635578,-0.5476227320701754
0.022687228250232734,0.4166848863097465,-0.5605351140244115
0.023600419522695974,0.3988025638819608,-0.5734236054939177
0.025379058909307264,0.3806279754623608,-0.5854821203376763
0.025217735443138108,0.3642513096949662,-0.5959417269827982
0.02612194976496856,0.3458103572985811,-0.606758033208548
0.02559739500078481,0.3277604587255053,-0.6169122473138301
0.024704276572487263,0.3076464173963972,-0.6274441806164387
0.023537540083996375,0.2873701833953449,-0.6372561471465388
0.022743915232269027,0.2698408475967987,-0.6450532859790121
0.02115739375573482,0.2512766057284209,-0.6527950628571634
0.020974130670055324,0.2330371439126201,-0.6596420999493622
0.019728095337680267,0.21464473243861393,-0.6661275466210572
0.01954400773301381,0.19714043442501128,-0.671615442635811
0.01945360729089053,0.18150883401667067,-0.6760915697975398
0.019152759584119092,0.16442785627056591,-0.6805952657911544
0.02006997911788714,0.14791912050048137,-0.6843744773159735
0.018795594711057982,0.13226107839815293,-0.6878984293252349
0.01869281892497915,0.11856379788564378,-0.6905435680145962
0.019560209176476245,0.1035380156245859,-0.6929855235905465
0.01804989896817228,0.08866058495910399,-0.6953892021163739
0.017660920660137566,0.07405602066627442,-0.6972468490657318
0.016154362168504063,0.05939938739511615,-0.6989511124735256
0.014723555989673363,0.04586228409353513,-0.7002474370863181
0.013148707537266713,0.032714481366976376,-0.7012408416119538
0.01034055044238811,0.020994092251658134,-0.7020655469680284
0.007508336706933863,0.009354209478192169,-0.7026755929837365
0.004406376202210044,-0.003427187796870821,-0.7031088231870211
0.0022176573580519436,-0.01616382141943914,-0.7031817863449602
9.461477993679551e-05,-0.02763189334577896,-0.7030427446390526
-0.001975296639074954,-0.037822728248695654,-0.7027557488638188
-0.00417686343430106,-0.04667639024397452,-0.7023907144088826
-0.007232507352010559,-0.05559085657341431,-0.7019992527915436
-0.009269243760115002,-0.06543774065727004,-0.7012819335087789
-0.011182824095933692,-0.07523246424225018,-0.7004116815033101
-0.013228383596388671,-0.08391891970562368,-0.6995330249559147
-0.015236920213935464,-0.09130507085918298,-0.6986847491917952
-0.017264221758733194,-0.09972989057248274,-0.6976028647729602
-0.01938666857904236,-0.10819002501234345,-0.6964116855221363
-0.022812723418429125,-0.11561585450427202,-0.695376596624238
-0.02523856269047589,-0.12293363212902117,-0.6941701543368248
-0.029067196253412683,-0.13031181650177942,-0.6929537026380655
-0.03191179270397807,-0.1375991624526746,-0.69156933115915
-0.036985174722637286,-0.14407287318063094,-0.6904137947989095
-0.04008406098831893,-0.15152002682402904,-0.6888162933401767
-0.04515488667400099,-0.1580077654595092,-0.6874526013683264
-0.04897526893007347,-0.164636575747674,-0.6859205200918452
-0.052585750509800466,-0.1702459171431667,-0.6845559045683278
-0.0546859391091002,-0.17595370949511813,-0.6830825840743042
-0.056455166659353545,-0.17994312229965356,-0.6820505041686198
-0.05636707978926078,-0.18291793079597807,-0.6812556732624588
-0.054935475438957174,-0.18368126736355028,-0.6809990736446742
-0.052996154678642944,-0.18323963770921092,-0.6810578067304305
-0.049974440868017625,-0.18279307518496446,-0.6810651718418025
-0.04767441772187852,-0.18293503909008552,-0.6810182987506566
-0.04527054961718521,-0.18328532447882923,-0.6809283092371821
-0.04198173656363888,-0.18373921837856644,-0.6807510726075996
-0.039816775544943214,-0.18032889703006685,-0.6816702029753242
-0.03763477015119117,-0.17374252730333778,-0.6833634506315647
-0.036856093113608934,-0.16620267322371454,-0.6852896003741972
-0.03290446860019974,-0.15746892385519673,-0.6871773888421706
-0.03139050956482329,-0.14763160696127003,-0.6893145342490332
-0.028686920657204674,-0.1385833462351563,-0.6910440052474827
-0.027169403785606,-0.12728589377199356,-0.6931241515999997
-0.02476295367166491,-0.11681704419645304,-0.6947780271993698
-0.022104305611638227,-0.10412972277826654,-0.6965765927637344
-0.020605579036900433,-0.09147970246252082,-0.6982246250145792
-0.01802901467654104,-0.07878876501310692,-0.6995468445119826
-0.015451812530131276,-0.06504195064258357,-0.7007260066044968
-0.012874031637342014,-0.05232169479575692,-0.7015485762269054
-0.010466786981309418,-0.03863336443920703,-0.7022011503980379
-0.009134912294316417,-0.024952257568516566,-0.7026872592893818
-0.0078027842684448255,-0.009182160480567202,-0.7029346414500022
-0.0053561237432371255,0.006733498529752326,-0.7026948080940154
-0.004073834007185646,0.024913020256551833,-0.7021117898985079
